Date,Rainfall,PET
1/12/2017,0,3.6
2/12/2017,0,4.5
3/12/2017,0,4.6
4/12/2017,0,4.1
5/12/2017,0,4
6/12/2017,0,2.4
7/12/2017,0,5.3
8/12/2017,0,5.6
9/12/2017,12.4,1.8
10/12/2017,4.6,2.6
11/12/2017,0,3.6
12/12/2017,0.6,2.8
13/12/2017,0,3.9
14/12/2017,2.6,3.4
15/12/2017,0,4.4
16/12/2017,0,3.8
17/12/2017,0,4.5
18/12/2017,0,2.3
19/12/2017,0,4.4
20/12/2017,0,3.6
21/12/2017,0,4
22/12/2017,0,2.9
23/12/2017,0,5.2
24/12/2017,0,4.6
25/12/2017,0,3.9
26/12/2017,0.6,3.1
27/12/2017,0,3.6
28/12/2017,0,4.3
29/12/2017,0,4.6
30/12/2017,0,4.2
31/12/2017,0,2.5
1/01/2018,0,3
2/01/2018,0,5
3/01/2018,0,5.2
4/01/2018,0,5.3
5/01/2018,0,3.8
6/01/2018,0,1.2
7/01/2018,0,4.3
8/01/2018,0,2.1
9/01/2018,0,4.5
10/01/2018,0,3.4
11/01/2018,0,2.6
12/01/2018,0,2.3
13/01/2018,0,4.5
14/01/2018,0,3.8
15/01/2018,0,4
16/01/2018,0,4.9
17/01/2018,0,3.9
18/01/2018,2.4,2.6
19/01/2018,0,3.8
20/01/2018,0,5.1
21/01/2018,0,4.7
22/01/2018,0,5.1
23/01/2018,0,4.2
24/01/2018,0,4.7
25/01/2018,0,3.7
26/01/2018,0.4,3.7
27/01/2018,0,5
28/01/2018,0,5
29/01/2018,0,4.9
30/01/2018,0,5.4
31/01/2018,0,4.8
1/02/2018,45.6,3.4
2/02/2018,51.4,0.7
3/02/2018,0,3.6
4/02/2018,0,3.6
5/02/2018,0,2.3
6/02/2018,0,2.5
7/02/2018,0,3.8
8/02/2018,0,3.8
9/02/2018,0,4.1
10/02/2018,0,3.4
11/02/2018,0.4,3.7
12/02/2018,5.6,2
13/02/2018,0,2.7
14/02/2018,0,3.5
15/02/2018,0,4
16/02/2018,0,2.8
17/02/2018,0,2.9
18/02/2018,3.2,3.5
19/02/2018,5,3
20/02/2018,2.6,1
21/02/2018,21.4,0.7
22/02/2018,6.4,0.8
23/02/2018,0,3
24/02/2018,0,3.2
25/02/2018,0,2.7
26/02/2018,9,1.5
27/02/2018,0,1.65
28/02/2018,0,1.8
1/03/2018,0.2,3.6
2/03/2018,1.6,1.4
3/03/2018,4,2.7
4/03/2018,0,2.6
5/03/2018,0,2.1
6/03/2018,1.2,3.6
7/03/2018,3.8,0.8
8/03/2018,0,2.9
9/03/2018,0,2.7
10/03/2018,0,2.1
11/03/2018,0,2.7
12/03/2018,0,2.9
13/03/2018,0,1.8
14/03/2018,0,1.8
15/03/2018,0,2.4
16/03/2018,3.6,2.1
17/03/2018,0,2.1
18/03/2018,0,2.2
19/03/2018,0,2.4
20/03/2018,0,1.4
21/03/2018,3.4,1.3
22/03/2018,33,0.6
23/03/2018,6,0.2
24/03/2018,0,1.4
25/03/2018,0,1.6
26/03/2018,0.2,1.7
27/03/2018,0,0.8
28/03/2018,9.6,1.1
29/03/2018,0,1.5
30/03/2018,0,1.6
31/03/2018,3,2
1/04/2018,0,1.8
2/04/2018,0,1.3
3/04/2018,0,0.7
4/04/2018,0,2.1
5/04/2018,0,1.3
6/04/2018,0,1.4
7/04/2018,8,0.8
8/04/2018,0,1.4
9/04/2018,0,0.7
10/04/2018,1.4,0.6
11/04/2018,0.4,0.7
12/04/2018,0,0.9
13/04/2018,0.6,0.7
14/04/2018,0,0.9
15/04/2018,0,0.8
16/04/2018,13,0.4
17/04/2018,9.4,0.8
18/04/2018,1.8,0.7
19/04/2018,0,0.6
20/04/2018,0,0.7
21/04/2018,0,0.6
22/04/2018,0,0.5
23/04/2018,0,0.6
24/04/2018,0,0.6
25/04/2018,0,0.6
26/04/2018,0,0.4
27/04/2018,0,0.3
28/04/2018,29.8,0.3
29/04/2018,20.2,0.1
30/04/2018,2.2,0.2
1/05/2018,0,0.5
2/05/2018,0,0.3
3/05/2018,0,0.4
4/05/2018,0,0.2
5/05/2018,0,0.3
6/05/2018,5.2,0.1
7/05/2018,5.8,0.1
8/05/2018,0,0.2
9/05/2018,0,0.1
10/05/2018,0,0
11/05/2018,0,0
12/05/2018,8.6,0.1
13/05/2018,0,0.2
14/05/2018,0,0
15/05/2018,0,0
16/05/2018,0,0
17/05/2018,2,0
18/05/2018,0.2,0
19/05/2018,0,0
20/05/2018,2.4,0
21/05/2018,14.6,0
22/05/2018,7.6,0
23/05/2018,32.2,0
24/05/2018,3.2,0
25/05/2018,1.8,0
26/05/2018,0,0
27/05/2018,0,0
28/05/2018,0,0
29/05/2018,0,0
30/05/2018,0,0
31/05/2018,0,0
1/06/2018,0,0
2/06/2018,0,0
3/06/2018,0,0
4/06/2018,0,0
5/06/2018,0,0
6/06/2018,0.6,0
7/06/2018,0.2,0
8/06/2018,0,0
9/06/2018,0,0
10/06/2018,2.8,0
11/06/2018,0.6,0
12/06/2018,0,0
13/06/2018,0,0
14/06/2018,0,0
15/06/2018,0,0
16/06/2018,0.8,0
17/06/2018,0.8,0
18/06/2018,0,0
19/06/2018,0,0
20/06/2018,0,0
21/06/2018,0,0
22/06/2018,0,0
23/06/2018,0,0
24/06/2018,7,0
25/06/2018,3.4,0
26/06/2018,0,0
27/06/2018,0,0
28/06/2018,0,0
29/06/2018,0,0
30/06/2018,0,0
1/07/2018,0.4,0
2/07/2018,0.4,0
3/07/2018,0,0
4/07/2018,0,0
5/07/2018,0,0
6/07/2018,0,0
7/07/2018,29.4,0
8/07/2018,0,0
9/07/2018,15.4,0
10/07/2018,2.6,0
11/07/2018,0.2,0
12/07/2018,0.2,0
13/07/2018,0,0
14/07/2018,0,0
15/07/2018,0,0
16/07/2018,0,0
17/07/2018,0,0
18/07/2018,0,0
19/07/2018,0,0
20/07/2018,0,0
21/07/2018,0,0
22/07/2018,16.4,0
23/07/2018,0,0
24/07/2018,0.2,0
25/07/2018,0,0
26/07/2018,0,0
27/07/2018,0.2,0
28/07/2018,4.4,0
29/07/2018,5.6,0
30/07/2018,0,0
31/07/2018,1.4,0
1/08/2018,3.2,0
2/08/2018,2.2,0.1
3/08/2018,0.6,0
4/08/2018,0.4,0.1
5/08/2018,0,0.1
6/08/2018,0,0.1
7/08/2018,0,0.1
8/08/2018,4.4,0
9/08/2018,0.2,0.1
10/08/2018,0,0.1
11/08/2018,0,0.2
12/08/2018,0,0.2
13/08/2018,0,0.1
14/08/2018,0,0.2
15/08/2018,0.8,0.2
16/08/2018,6.6,0.3
17/08/2018,3.6,0.2
18/08/2018,1,0.2
19/08/2018,0,0.4
20/08/2018,0,0.3
21/08/2018,0.4,0.3
22/08/2018,0,0.4
23/08/2018,0,0.5
24/08/2018,0.2,0.5
25/08/2018,0,0.6
26/08/2018,0,0.6
27/08/2018,0,0.7
28/08/2018,0,0.8
29/08/2018,0,0.3
30/08/2018,0.6,0.6
31/08/2018,0,0.9
1/09/2018,0,0.9
2/09/2018,0,0.9
3/09/2018,3.2,0.4
4/09/2018,0,0.8
5/09/2018,0,1
6/09/2018,0,1
7/09/2018,0,1
8/09/2018,0,1
9/09/2018,0,1.1
10/09/2018,0.2,0.9
11/09/2018,0.2,0.7
12/09/2018,0,1.4
13/09/2018,0,1.2
14/09/2018,6.2,0.5
15/09/2018,0,1.6
16/09/2018,0,1.2
17/09/2018,28,1.5
18/09/2018,17.2,0.3
19/09/2018,0,1.5
20/09/2018,0,1.6
21/09/2018,0,1.3
22/09/2018,0,1.6
23/09/2018,0.2,1.9
24/09/2018,5.8,1.3
25/09/2018,5.2,0.5
26/09/2018,0,1.8
27/09/2018,0,1.5
28/09/2018,0,1.6
29/09/2018,0,1.9
30/09/2018,30.8,1.4
1/10/2018,5,1.4
2/10/2018,0.8,2
3/10/2018,0,1.7
4/10/2018,0,2.3
5/10/2018,0,1.5
6/10/2018,0,2.5
7/10/2018,0,2.5
8/10/2018,0,2.1
9/10/2018,0,2.7
10/10/2018,0,2.5
11/10/2018,4.8,0.9
12/10/2018,0.2,1.4
13/10/2018,0,1.6
14/10/2018,0,1.7
15/10/2018,0,2.7
16/10/2018,0,2.9
17/10/2018,0,3.1
18/10/2018,0,2.2
19/10/2018,0,3.8
20/10/2018,0,3.2
21/10/2018,0,2.4
22/10/2018,0,3.6
23/10/2018,0,3.6
24/10/2018,0,3.5
25/10/2018,10.8,2.1
26/10/2018,8.8,1.6
27/10/2018,0,2.7
28/10/2018,0,2.3
29/10/2018,3.4,1.6
30/10/2018,2.2,3.2
31/10/2018,1,2.8
1/11/2018,0.2,2.6
2/11/2018,0,3.7
3/11/2018,0,1.7
4/11/2018,4,1.5
5/11/2018,0.2,3.4
6/11/2018,0,3.3
7/11/2018,0,3.5
8/11/2018,5.8,2.7
9/11/2018,35.2,0.6
10/11/2018,0.6,1.5
11/11/2018,0,3.6
12/11/2018,0,3.9
13/11/2018,0,3.3
14/11/2018,0,4.5
15/11/2018,0,4.2
16/11/2018,0,1.8
17/11/2018,1,1.3
18/11/2018,0,4.4
19/11/2018,4.4,2.6
20/11/2018,6.8,1
21/11/2018,19.2,0.9
22/11/2018,0.4,3
23/11/2018,0,4.1
24/11/2018,0,4.6
25/11/2018,5,2.5
26/11/2018,0,1.1
27/11/2018,0,3.4
28/11/2018,0,5.5
29/11/2018,0.6,5.2
30/11/2018,0,4.3
1/12/2018,0,4
2/12/2018,0,3.2
3/12/2018,0.2,4.8
4/12/2018,10.6,5
5/12/2018,3.6,3.6
6/12/2018,0,2.9
7/12/2018,0,4.8
8/12/2018,0,4.5
9/12/2018,0,2.2
10/12/2018,0,1.6
11/12/2018,0.2,5
12/12/2018,4.4,1.8
13/12/2018,0,3.2
14/12/2018,0,4.5
15/12/2018,4.4,5.1
16/12/2018,0,6.1
17/12/2018,0,5.6
18/12/2018,0,4.3
19/12/2018,0,3.5
20/12/2018,0.2,1.2
21/12/2018,0,5.1
22/12/2018,5.4,2.9
23/12/2018,3.2,3.5
24/12/2018,0,5.4
25/12/2018,0,5.7
26/12/2018,0,6.3
27/12/2018,0,4.8
28/12/2018,0,4.6
29/12/2018,0,5.4
30/12/2018,0,5.5
31/12/2018,1,3.1
1/01/2019,0,5.7
2/01/2019,0,2.9
3/01/2019,0,5.4
4/01/2019,0,5.3
5/01/2019,0,4.1
6/01/2019,0,4.4
7/01/2019,17.4,1.2
8/01/2019,0,5.5
9/01/2019,0,5.7
10/01/2019,1.6,3
11/01/2019,0,5.7
12/01/2019,0,5.5
13/01/2019,0,5.3
14/01/2019,2.8,2.1
15/01/2019,0,5.3
16/01/2019,0,5.1
17/01/2019,0,4.7
18/01/2019,0,4.2
19/01/2019,0,5.5
20/01/2019,9.2,2.1
21/01/2019,0,2.6
22/01/2019,0,3.9
23/01/2019,0,4.3
24/01/2019,2.2,1.7
25/01/2019,0,4.7
26/01/2019,0,2.5
27/01/2019,0,2.5
28/01/2019,13.4,3.9
29/01/2019,0,6.1
30/01/2019,0,2.9
31/01/2019,0,3.6
1/02/2019,3.6,4.2
2/02/2019,4.8,4.8
3/02/2019,0,4.5
4/02/2019,0,4.8
5/02/2019,0,4.4
6/02/2019,0,3.9
7/02/2019,0,4.3
8/02/2019,0,4.4
9/02/2019,0,4.7
10/02/2019,0,3.5
11/02/2019,0,4.5
12/02/2019,5.2,1.9
13/02/2019,0,3.6
14/02/2019,0,4.4
15/02/2019,3.6,2.3
16/02/2019,0,3.9
17/02/2019,0,4
18/02/2019,0,4.1
19/02/2019,0,2.6
20/02/2019,4.2,3.5
21/02/2019,0,5
22/02/2019,0.2,3.7
23/02/2019,0,4.1
24/02/2019,3.4,2.9
25/02/2019,0,1.9
26/02/2019,0,3.4
27/02/2019,0,2.6
28/02/2019,4.6,2.3
1/03/2019,0,2.4
2/03/2019,0,3.4
3/03/2019,0,3.7
4/03/2019,0,3.9
5/03/2019,0,3.1
6/03/2019,0.8,2.9
7/03/2019,0,3.7
8/03/2019,32.6,0.8
9/03/2019,0,3.2
10/03/2019,0,2
11/03/2019,0,3
12/03/2019,0.2,2.3
13/03/2019,0,3.3
14/03/2019,1.2,1.1
15/03/2019,0,1.8
16/03/2019,15.2,2.1
17/03/2019,0,2.5
18/03/2019,0,2.9
19/03/2019,0,3
20/03/2019,0,3.2
21/03/2019,0,2.8
22/03/2019,0,2.6
23/03/2019,0,2.8
24/03/2019,0,2.2
25/03/2019,3.4,1.1
26/03/2019,17.4,1.5
27/03/2019,25.4,0.5
28/03/2019,0,1.7
29/03/2019,0,1.8
30/03/2019,0,1.9
31/03/2019,0,1.6
1/04/2019,4,1.9
2/04/2019,0.2,1.6
3/04/2019,0,1.4
4/04/2019,0,1.4
5/04/2019,3,0.7
6/04/2019,0,1
7/04/2019,0,1.2
8/04/2019,0,1.2
9/04/2019,0,1.1
10/04/2019,4.8,1.1
11/04/2019,35,0.3
12/04/2019,0,1.1
13/04/2019,0,1.2
14/04/2019,0,1
15/04/2019,0,1.2
16/04/2019,0,1
17/04/2019,0,0.9
18/04/2019,0,0.9
19/04/2019,0,0.8
20/04/2019,8.4,0.6
21/04/2019,1.2,0.3
22/04/2019,0,0.4
23/04/2019,0,0.7
24/04/2019,0,0.6
25/04/2019,0,0.6
26/04/2019,0,0.5
27/04/2019,18,0.5
28/04/2019,0.6,0.5
29/04/2019,16.6,0.3
30/04/2019,0.8,0.3
1/05/2019,0,0.4
2/05/2019,0,0.3
3/05/2019,0,0.4
4/05/2019,0,0.3
5/05/2019,0,0.2
6/05/2019,0,0.2
7/05/2019,0,0.3
8/05/2019,0,0.2
9/05/2019,0.2,0.1
10/05/2019,1.8,0.1
11/05/2019,0,0.2
12/05/2019,0.4,0.1
13/05/2019,20.2,0
14/05/2019,0,0
15/05/2019,8.8,0
16/05/2019,0.2,0
17/05/2019,0,0
18/05/2019,0,0
19/05/2019,0,0.1
20/05/2019,0,0
21/05/2019,0,0
22/05/2019,0,0
23/05/2019,0,0
24/05/2019,0,0
25/05/2019,0,0
26/05/2019,4,0
27/05/2019,16.6,0
28/05/2019,20.2,0
29/05/2019,0.8,0
30/05/2019,28.4,0
31/05/2019,7.8,0
1/06/2019,3,0
2/06/2019,0.4,0
3/06/2019,0,0
4/06/2019,0,0
5/06/2019,0,0
6/06/2019,3.2,0
7/06/2019,2,0
8/06/2019,0,0
9/06/2019,0,0
10/06/2019,0,0
11/06/2019,0,0
12/06/2019,4,0
13/06/2019,5.6,0
14/06/2019,0,0
15/06/2019,0,0
16/06/2019,0,0
17/06/2019,0,0
18/06/2019,0,0
19/06/2019,0,0
20/06/2019,0,0
21/06/2019,2.8,0
22/06/2019,0,0
23/06/2019,0,0
24/06/2019,0,0
25/06/2019,0,0
26/06/2019,0,0
27/06/2019,0,0
28/06/2019,0,0
29/06/2019,0,0
30/06/2019,0,0
1/07/2019,0,0
2/07/2019,0,0
3/07/2019,1.6,0
4/07/2019,1.4,0
5/07/2019,1,0
6/07/2019,0,0
7/07/2019,0,0
8/07/2019,0,0
9/07/2019,0,0
10/07/2019,0,0
11/07/2019,0,0
12/07/2019,0,0
13/07/2019,5,0
14/07/2019,28.2,0
15/07/2019,0.2,0
16/07/2019,0.4,0
17/07/2019,0,0
18/07/2019,0.2,0
19/07/2019,0.2,0
20/07/2019,0,0
21/07/2019,1.4,0
22/07/2019,0,0
23/07/2019,0,0
24/07/2019,0,0
25/07/2019,0,0
26/07/2019,0,0
27/07/2019,0,0
28/07/2019,0,0
29/07/2019,0,0
30/07/2019,0,0
31/07/2019,10,0
1/08/2019,0,0
2/08/2019,0,0.1
3/08/2019,0.2,0
4/08/2019,3.4,0
5/08/2019,0,0
6/08/2019,0,0
7/08/2019,0,0.1
8/08/2019,0,0.1
9/08/2019,2,0.1
10/08/2019,0.4,0.2
11/08/2019,1.4,0.1
12/08/2019,1.2,0.1
13/08/2019,0,0.3
14/08/2019,0,0.2
15/08/2019,0,0.2
16/08/2019,0,0.3
17/08/2019,1,0.3
18/08/2019,0,0.3
19/08/2019,0,0.4
20/08/2019,0,0.3
21/08/2019,12.6,0.2
22/08/2019,0.4,0.4
23/08/2019,0,0.4
24/08/2019,0,0.6
25/08/2019,0,0.6
26/08/2019,0.2,0.5
27/08/2019,0,0.6
28/08/2019,0,0.6
29/08/2019,0,0.8
30/08/2019,1.6,0.6
31/08/2019,0,0.7
1/09/2019,0,0.8
2/09/2019,0,1
3/09/2019,0,1
4/09/2019,0,1
5/09/2019,0,0.7
6/09/2019,0,1.1
7/09/2019,0.4,0.9
8/09/2019,0,1
9/09/2019,0,0.7
10/09/2019,0,1.2
11/09/2019,0,1.2
12/09/2019,0,1.3
13/09/2019,10.6,1.1
14/09/2019,0.8,0.8
15/09/2019,0,1.6
16/09/2019,0,1.5
17/09/2019,2.2,1.1
18/09/2019,0,1.2
19/09/2019,0,1.1
20/09/2019,0,1.6
21/09/2019,0,1.8
22/09/2019,0,2
23/09/2019,0,1.9
24/09/2019,0,2.1
25/09/2019,0,1.7
26/09/2019,0,1.2
27/09/2019,0,1.5
28/09/2019,0,1.6
29/09/2019,0,1.9
30/09/2019,0.2,1.9
1/10/2019,0,1.5
2/10/2019,0.8,2
3/10/2019,0,1.3
4/10/2019,0,1.6
5/10/2019,5.6,2
6/10/2019,0,2.2
7/10/2019,0,2.3
8/10/2019,0,2.1
9/10/2019,0.2,1.1
10/10/2019,15.8,1.1
11/10/2019,2.8,1.6
12/10/2019,1.6,1
13/10/2019,0,2.3
14/10/2019,0,1.7
15/10/2019,0,2.4
16/10/2019,0,3.3
17/10/2019,0,3.1
18/10/2019,0,3.1
19/10/2019,8.8,1.3
20/10/2019,0,3
21/10/2019,3.4,2.2
22/10/2019,0,2.3
23/10/2019,2.8,1
24/10/2019,0,2.7
25/10/2019,0,2.2
26/10/2019,0.2,2.7
27/10/2019,0.2,3
28/10/2019,13.4,1.8
29/10/2019,0.2,3.3
30/10/2019,0,2.9
31/10/2019,0.8,2.5
1/11/2019,0.4,3
2/11/2019,0.8,3.5
3/11/2019,0.8,4.2
4/11/2019,0.2,4.2
5/11/2019,0,4
6/11/2019,0.6,1.8
7/11/2019,1.8,3.9
8/11/2019,3,4.3
9/11/2019,6,3.5
10/11/2019,15.2,2.1
11/11/2019,3.8,2.5
12/11/2019,0.8,2.8
13/11/2019,0,3.8
14/11/2019,16.2,1.8
15/11/2019,0,4
16/11/2019,7.2,3.5
17/11/2019,5,3.1
18/11/2019,4.8,4.3
19/11/2019,1.8,3.5
20/11/2019,2.8,3
21/11/2019,0,3.6
22/11/2019,0,3.4
23/11/2019,0.4,4.5
24/11/2019,1,2.4
25/11/2019,0,5.3
26/11/2019,0.2,4.8
27/11/2019,0.2,2.6
28/11/2019,6.2,2.6
29/11/2019,0,4.6
30/11/2019,0.2,5.6
1/12/2019,0.4,5.1
2/12/2019,5.8,2.2
3/12/2019,33.8,3.3
4/12/2019,33,3.1
5/12/2019,17.8,2.5
6/12/2019,8,3.7
7/12/2019,7.8,2.9
8/12/2019,22.6,2.9
9/12/2019,1.8,3
10/12/2019,0,5.1
11/12/2019,0,2.8
12/12/2019,0,3
13/12/2019,0,4.2
14/12/2019,0.4,4.7
15/12/2019,0,2.7
16/12/2019,9.4,1.9
17/12/2019,9.6,3.7
18/12/2019,22.2,0.8
19/12/2019,0,4.8
20/12/2019,5.6,2.2
21/12/2019,0,2.2
22/12/2019,0,3.5
23/12/2019,0,3.9
24/12/2019,0.2,4.9
25/12/2019,0.4,3.9
26/12/2019,5.4,2.4
27/12/2019,0,4.2
28/12/2019,0.6,3.2
29/12/2019,0.2,3.5
30/12/2019,0.2,2.3
31/12/2019,0.4,5.5
1/01/2020,0,5.2
2/01/2020,22.4,2
3/01/2020,0,3.9
4/01/2020,0,3.9
5/01/2020,0.4,4.3
6/01/2020,0.4,3.8
7/01/2020,0,2.2
8/01/2020,0,2.7
9/01/2020,0,3.5
10/01/2020,0.2,4.9
11/01/2020,0.2,2
12/01/2020,0.6,2.8
13/01/2020,0,5.4
14/01/2020,0,5.2
15/01/2020,0,5.3
16/01/2020,0.6,5.7
17/01/2020,0.4,5.7
18/01/2020,0,6.2
19/01/2020,0,5.3
20/01/2020,0.2,5.6
21/01/2020,0,6
22/01/2020,0.4,4.4
23/01/2020,0,3.4
24/01/2020,0,6
25/01/2020,0.2,5.1
26/01/2020,0,4.3
27/01/2020,0,5.6
28/01/2020,0,3.6
29/01/2020,0.4,4.8
30/01/2020,0,3.3
31/01/2020,0.4,3.3
1/02/2020,0.2,2.7
2/02/2020,0,1.8
3/02/2020,1,1.3
4/02/2020,14.8,1.3
5/02/2020,45.2,0.5
6/02/2020,0,4.1
7/02/2020,0,4.3
8/02/2020,0.2,4.5
9/02/2020,0,3.7
10/02/2020,0.2,4.1
11/02/2020,0,4.8
12/02/2020,0,4.6
13/02/2020,1,4
14/02/2020,0.2,4.5
15/02/2020,0,4.3
16/02/2020,0,3.4
17/02/2020,0,2.1
18/02/2020,2,3.1
19/02/2020,0.2,3.3
20/02/2020,0.2,4.7
21/02/2020,7.8,3.7
22/02/2020,0.2,4.6
23/02/2020,0,3.3
24/02/2020,0.2,3.7
25/02/2020,0.4,3.65
26/02/2020,0,3.6
27/02/2020,0,3.6
28/02/2020,7.4,2.8
29/02/2020,7,3.5
1/03/2020,0,3.4
2/03/2020,0.2,3.4
3/03/2020,2.4,3.3
4/03/2020,2.2,3
5/03/2020,0,2.9
6/03/2020,0,3
7/03/2020,0,2.5
8/03/2020,5.8,1.1
9/03/2020,4,0.9
10/03/2020,0.2,3.5
11/03/2020,4,1.8
12/03/2020,0,2.7
13/03/2020,0,2.6
14/03/2020,0,2.6
15/03/2020,0,2.7
16/03/2020,0.8,2.2
17/03/2020,0,2.1
18/03/2020,0,2.2
19/03/2020,0,2.2
20/03/2020,0,2
21/03/2020,0.6,2.1
22/03/2020,3.4,0.9
23/03/2020,0,2.3
24/03/2020,0.6,1.4
25/03/2020,0,0.7
26/03/2020,0,1
27/03/2020,4.4,0.9
28/03/2020,0,1.7
29/03/2020,0,1.7
30/03/2020,0,1.7
31/03/2020,0.4,1.7
1/04/2020,0,1.7
2/04/2020,0,1.6
3/04/2020,0.4,1.6
4/04/2020,0,1.5
5/04/2020,0,1.5
6/04/2020,0,0.6
7/04/2020,3,0.3
8/04/2020,0,1.8
9/04/2020,0,0.9
10/04/2020,0,1
11/04/2020,0,1.1
12/04/2020,0,1
13/04/2020,18.2,1
14/04/2020,0,0.7
15/04/2020,0,0.5
16/04/2020,0,0.3
17/04/2020,1.6,0.9
18/04/2020,9,0.7
19/04/2020,8.4,0.8
20/04/2020,0,0.6
21/04/2020,0,0.7
22/04/2020,0,0.3
23/04/2020,0,0.6
24/04/2020,0,0.4
25/04/2020,2.4,0.4
26/04/2020,0,0.5
27/04/2020,6.4,0.2
28/04/2020,6,0.3
29/04/2020,0,0.4
30/04/2020,0,0.3
1/05/2020,0,0.1
2/05/2020,0,0.4
3/05/2020,14.4,0.2
4/05/2020,2.8,0.2
5/05/2020,2.6,0.2
6/05/2020,0,0.2
7/05/2020,0,0.1
8/05/2020,0,0.1
9/05/2020,0,0.3
10/05/2020,0,0.1
11/05/2020,0,0.1
12/05/2020,1.4,0.1
13/05/2020,0,0.1
14/05/2020,0,0
15/05/2020,0.2,0
16/05/2020,0,0
17/05/2020,0,0
18/05/2020,0,0
19/05/2020,0,0
20/05/2020,0,0
21/05/2020,0,0
22/05/2020,1,0
23/05/2020,1,0.1
24/05/2020,0,0
25/05/2020,0,0
26/05/2020,0,0
27/05/2020,0,0
28/05/2020,0,0
29/05/2020,0,0
30/05/2020,0,0
31/05/2020,0,0
1/06/2020,0,0
2/06/2020,0,0
3/06/2020,0,0
4/06/2020,0,0
5/06/2020,0.4,0
6/06/2020,5.6,0
7/06/2020,1.6,0
8/06/2020,0,0
9/06/2020,0,0
10/06/2020,0,0
11/06/2020,0,0
12/06/2020,1,0
13/06/2020,0,0
14/06/2020,0,0
15/06/2020,0,0
16/06/2020,0.8,0
17/06/2020,0,0
18/06/2020,29.8,0
19/06/2020,0,0
20/06/2020,0,0
21/06/2020,0,0
22/06/2020,0,0
23/06/2020,0,0
24/06/2020,0,0
25/06/2020,0,0
26/06/2020,0,0
27/06/2020,0,0
28/06/2020,0,0
29/06/2020,24.2,0
30/06/2020,0,0
1/07/2020,0,0
2/07/2020,0,0
3/07/2020,0,0
4/07/2020,0,0
5/07/2020,23.2,0
6/07/2020,5.2,0
7/07/2020,11,0
8/07/2020,0,0
9/07/2020,0,0
10/07/2020,0,0
11/07/2020,0,0
12/07/2020,6.4,0
13/07/2020,1,0
14/07/2020,0,0
15/07/2020,0,0
16/07/2020,0,0
17/07/2020,0,0
18/07/2020,0,0
19/07/2020,0,0
20/07/2020,0,0
21/07/2020,38.6,0
22/07/2020,0.2,0
23/07/2020,0,0
24/07/2020,0,0
25/07/2020,0,0
26/07/2020,0,0
27/07/2020,0,0
28/07/2020,0,0
29/07/2020,0.8,0
30/07/2020,0.4,0
31/07/2020,0,0
1/08/2020,0.2,0
2/08/2020,0,0.1
3/08/2020,0,0.1
4/08/2020,0,0.1
5/08/2020,0.2,0.2
6/08/2020,0,0.1
7/08/2020,0,0.1
8/08/2020,0.4,0.1
9/08/2020,0,0.1
10/08/2020,0,0.1
11/08/2020,0,0.2
12/08/2020,0,0.1
13/08/2020,0,0.2
14/08/2020,0,0.3
15/08/2020,0,0.3
16/08/2020,0,0.3
17/08/2020,0,0.3
18/08/2020,0,0.3
19/08/2020,4,0.2
20/08/2020,1.6,0.5
21/08/2020,0.4,0.4
22/08/2020,0.8,0.5
23/08/2020,0,0.7
24/08/2020,0,0.5
25/08/2020,0,0.5
26/08/2020,0,0.5
27/08/2020,0,0.6
28/08/2020,0,0.7
29/08/2020,3.4,0.6
30/08/2020,0,0.9
31/08/2020,0,0.8
1/09/2020,33.6,0.8
2/09/2020,2.6,0.4
3/09/2020,0,0.9
4/09/2020,0,0.9
5/09/2020,12.8,0.9
6/09/2020,0,0.9
7/09/2020,0,0.7
8/09/2020,0,1.1
9/09/2020,0,1.2
10/09/2020,3.2,0.8
11/09/2020,0,1.3
12/09/2020,0,1.3
13/09/2020,0,1
14/09/2020,1,0.8
15/09/2020,11,1.1
16/09/2020,1.6,0.7
17/09/2020,7.8,1.2
18/09/2020,2,0.6
19/09/2020,0,1.5
20/09/2020,0,1.4
21/09/2020,0,1.8
22/09/2020,0,1.9
23/09/2020,6.4,1.5
24/09/2020,0,2.1
25/09/2020,24.4,1.2
26/09/2020,0,1.8
27/09/2020,18.2,1.5
28/09/2020,2,1.2
29/09/2020,6.2,0.7
30/09/2020,0,1.5
1/10/2020,0,1.7
2/10/2020,0,2.1
3/10/2020,0,1.7
4/10/2020,0,1.7
5/10/2020,0,2.7
6/10/2020,6,2.7
7/10/2020,0.2,2.6
8/10/2020,0,2.4
9/10/2020,0,2.1
10/10/2020,0,2.6
11/10/2020,3.4,2.1
12/10/2020,8.6,2
13/10/2020,0,2.7
14/10/2020,0,3.2
15/10/2020,0,1.9
16/10/2020,0,2.7
17/10/2020,0.4,2.2
18/10/2020,0,2.6
19/10/2020,0.2,2.7
20/10/2020,2.8,1.8
21/10/2020,0,3.5
22/10/2020,0,3.5
23/10/2020,0,3
24/10/2020,0,2.5
25/10/2020,0,3
26/10/2020,18.2,2.7
27/10/2020,0.4,2.2
28/10/2020,0,3
29/10/2020,0.6,3.9
30/10/2020,0,3.8
31/10/2020,0,2.2
1/11/2020,1.2,2
2/11/2020,0.4,3.1
3/11/2020,0,4.2
4/11/2020,0,4
5/11/2020,0,4
6/11/2020,0.8,3.1
7/11/2020,0,3.8
8/11/2020,1.8,3.7
9/11/2020,0,2.7
