Well Number,Description,Depth,Geology,Lithology
G40/0665,GRAVELS with BOULDERS,26.6,,BOGR
G40/0665,Very Silty GRAVELS,26.9,,GRSI
G40/0665,Blue SILT,29,,SI
G40/0664,GRAVEL,43.3,,GR
G40/0664,Brown SILT,46.1,,SI
G40/0664,Blue SILT,47,,SI
G40/0661,CLAY,1.3,,CL
G40/0661,Claybound GRAVELS,9.9,,GRCL
G40/0661,CLAY,10.8,,CL
G40/0661,Claybound GRAVELS,11.7,,GRCL
G40/0661,CLAY,13,,CL
G40/0661,Heavy Claybound GRAVELS,16.5,,GRCL
G40/0661,Red CLAY,19.8,,CL
G40/0661,Claybound GRAVELS,22,,GRCL
G40/0661,CLAY,22.4,,CL
G40/0661,Claybound GRAVELS,23.3,,GRCL
G40/0661,Red CLAY,23.4,,CL
G40/0660,SOIL,0.4,,SOIL
G40/0660,"Brown GRAVEL/SAND, large",2,,CGRSA
G40/0660,Brown (rust) GRAVEL/SAND,2.1,,GRSA
G40/0660,Brown GRAVEL/SAND,2.6,,GRSA
G40/0660,"Brown GRAVEL, very Sandy",4.3,,GRSA
G40/0660,"Brown GRAVEL, SAND",5.1,,GRSA
G40/0660,"Brown GRAVEL, very Sandy",5.9,,GRSA
G40/0660,"Brown GRAVEL, SAND",11.5,,GRSA
G40/0660,Blue SCHIST ROCK,11.75,,SCHIST
G40/0660,"Brown GRAVEL, SAND",12.4,,GRSA
G40/0660,Blue SCHIST ROCK,12.65,,SCHIST
G40/0660,"Brown GRAVEL, SAND",22,,GRSA
G40/0660,Brown large GRAVELS,24,,CGR
G40/0660,"Brown (rust) GRAVEL, SAND",24.1,,GRSA
G40/0660,"Brown large GRAVEL, SAND",25.4,,CGRSA
G40/0660,"Brown GRAVELS, SAND",27.5,,GRSA
G40/0660,Blue SCHIST basement ,29,,SCHIST
G40/0498,TOPSOIL,0.3,,SOIL
G40/0498,VERY Silty fine GRAVELS,31.5,,GRSI
G40/0498,Sandy coarse GRAVEL,30.1,,CGRSA
G40/0498,SANDS ODD GRAVEL,4.9,,GRSA
G40/0498,Silts,32.5,,SI
G40/0470,TOPSOIL,0.2,,SOIL
G40/0470,GRAVELS,25.4,,GR
G40/0446,TOPSOIL SILTS,1.4,,SISOIL
G40/0446,Sandy fine GRAVELS,18.6,,FGRSA
G40/0446,Coarse Sandy GRAVELS,36,,CGRSA
G40/0446,Coarse to Cobbly GRAVELS,45.6,,CGR
G40/0446,Brown CLAY SILTS,46.9,,CLSI
G40/0446,Coarse Silty GRAVELS,48,,CGRSI
G40/0445,Sandy coarse to Cobbly GRAVELS,7.8,,CGRSA
G40/0445,Silty coarse and Cobbly GRAVELS,30.6,,CGRSI
G40/0445,Coarse Silty GRAVELS,40.1,,CGRSI
G40/0445,Brown and blue SILTS,41.2,,SI
G40/0445,Tight Claybound GRAVELS,42.6,,GRCL
G40/0442,Sandy GRAVELS with boulders,34.8,,CGRSA
G40/0442,SAND,34.9,,SA
G40/0441,"TOPSOILS, SILTS",2.1,,SOIL
G40/0441,Coarse Silty GRAVELS and COBBLES,16.99,,CGRSI
G40/0441,Brown SILT,18,,SI
G40/0440,Cobbly Silty GRAVEL,1.4,,CGRSI
G40/0440,SILTS odd GRAVELS,5.5,,GRSISA
G40/0440,"Silty coarse GRAVELS, odd Cobble",17,,CGRSI
G40/0440,Coarse Sandy GRAVELS,22.8,,CGRSA
G40/0440,SCHIST,23.3,,SCHIST
G40/0435,Silty coarse schist GRAVELS,41.8,,GRSI
G40/0434,Sandy coarse GRAVEL,21.3,,CGRSA
G40/0434,SAND SILTS,22.5,,SISA
G40/0434,TOPSOIL,0.2,,SOIL
G40/0432,"Oxidised SCHIST, very soft",11,,SCHIST
G40/0432,GRAVELS Silty and SCHIST,4.8,,GRSI
G40/0432,WET ON START UP BLUE SCHIST,55,,SCHIST
G40/0432,Oxidised soft into hard SCHIST,15,,SCHIST
G40/0432,Oxidised very soft zones into hard,41.5,,NOLOG
G40/0432,SOFT and hard ZONES BLOWING AT 40LTS RUNNING WATER PER MIN,90,,NOLOG
G40/0432,SOFT and hard ZONES - RUNNING WATER,77,,NOLOG
G40/0432,"VERY SOFT ZONE and hard SCHIST, HOLE UNSTABLE LOSSING WATER FLOW",114,,SCHIST
G40/0430A,SAND,13.4,,SA
G40/0430A,"SAND, some Quartz - mostly Sand, hard to get clean; some water",30,,SA
G40/0430A,CLAY,1.3,,CL
G40/0430A,TOPSOIL,0.4,,SOIL
G40/0430A,FINE GRAVELS,11.2,,FGR
G40/0430 ,SAND,12.7,,SA
G40/0430 ,CLAY,1.2,,CL
G40/0430 ,GRAVEL (QUARTZ),18.4,,GR
G40/0430 ,FINE GRAVELS,11.4,,FGR
G40/0430 ,TOPSOIL,0.4,,SOIL
G40/0425A,SCHIST Rock,138,,SCHIST
G40/0425A,GRAVEL,1.4,,GR
G40/0425,GRAVEL,1.4,,GR
G40/0425,SCHIST,138,,SCHIST
G40/0422,large Sandy GRAVELS,11.1,,CGRSA
G40/0422,LIGHT Claybound LARGE GRAVELS,9.6,,GRCL
G40/0418,Silty coarse GRAVELS and COBBLES,18,,CGRSI
G40/0418,Sandy coarse GRAVEL,16.2,,CGRSA
G40/0418,SANDS fine GRAVELS,9,,FGRSA
G40/0417,Dark bluish green Silty CLAY,18.6,,CLSI
G40/0417,TOPSOIL,0.5,,SOIL
G40/0417,Yellowish Silty GRAVELS,11,,GRSI
G40/0417,Yellowish Silty GRAVELS QUARTZY,18.5,,GRSI
G40/0416,Sandy SILT GRAVEL,23.2,,GRSISA
G40/0416,Large BOULDER,10.3,,BO
G40/0416,"Sandy GRAVEL, some Silt - moist",6.5,,GRSISA
G40/0416,SILT DARK BROWN - WET,10.5,,SI
G40/0416,Silty GRAVEL - MOIST to WET,30.5,,GRSI
G40/0416,"Coarse Sandy GRAVEL, minor Silt",17.2,,CGRSISA
G40/0415,"Sandy GRAVEL, some Silt - moist",30.9,,GRSISA
G40/0415,SILT LIGHT BROWN MOIST,4.8,,SI
G40/0415,Silty GRAVEL GREYWACKE MOIST,10.3,,GRSI
G40/0413,"Damp Claybound GRAVELS, medium",40.5,,GRCL
G40/0413,MEDIUM GRAVELS LIGHTLY BOUND,15,,GR
G40/0413,Small to medium Claybound GRAVELS,37.4,,GRCL
G40/0413,Small Sandy GRAVELS,6.5,,FGRSA
G40/0413,Small Sandy GRAVELS,18,,FGRSA
G40/0413,QUARTZ GRAVELS - WATER,46.2,,GR
G40/0412,SAND,8.2,,SA
G40/0412,SAND,33.4,,SA
G40/0412,Silty Sandy GRAVELS,37,,GRSISA
G40/0412,Silt,41,,SI
G40/0412,Sandy GRAVEL,6.8,,GRSA
G40/0412,Very Sandy GRAVEL,29,,GRSA
G40/0412,"Sandy GRAVELS, some Clay",13.2,,GRCLSA
G40/0411,Sandy coarse GRAVELS and COBBLES,5.6,,CGRSA
G40/0411,"SCHIST, fractured oxidised zones with very low flow of water",17.75,,SCHIST
G40/0411,Coarse Silty GRAVELS and COBBLES,2.1,,CGRSI
G40/0410,TOPSOILS,0.4,,SOIL
G40/0410,"Sandy coarse GRAVELS, odd Cobbles",8.3,,CGRSA
G40/0410,BOULDER Schist,8.9,,BO
G40/0410,Sandy coarse GRAVEL,14.6,,CGRSA
G40/0410,"Silty coarse GRAVELS, odd Cobble",76.8,,CGRSI
G40/0410,Brown SILT,79,,SI
G40/0409,"Sandy GRAVELS, some Clay",3.2,,GRCLSA
G40/0409,SOIL,0.3,,SOIL
G40/0409,SAND with some Gravel,23,,SAGR
G40/0409,Sandy GRAVEL LARGE,20.8,,GRSA
G40/0408,SOIL SILT,0.5,,SOIL
G40/0408,"Sandy GRAVELS, COBBLES",20.5,,CGRSA
G40/0407,"GRAVEL, some Clay",26.7,,GRCL
G40/0407,Sandy small GRAVEL,34.7,,FGRSA
G40/0407,SAND,31,,SA
G40/0406,Very Silty GRAVELS,17.9,,GRSI
G40/0406,LOOSE Sandy coarse GRAVELS,4.2,,CGRSA
G40/0406,Silty coarse GRAVELS,13.6,,GRSI
G40/0406,BOULDER Schist,1.1,,BO
G40/0406,SILTS Sandy OFF GRAVEL,14.9,,GRSISA
G40/0406,SILTS brown,5.3,,SI
G40/0406,TOPSOIL,0.3,,SOIL
G40/0405,"GRAVELS, COBBLES and some Boulders",28.7,,BOCGR
G40/0405,Sandy GRAVELS,6.3,,GRSA
G40/0405,Sandy GRAVELS,16,,GRSA
G40/0405,SAND,6.9,,SA
G40/0404,Coarse Cobbly GRAVELS,28.8,,CGR
G40/0404,Sandy GRAVELS,16,,GRSA
G40/0403,Sandy GRAVEL,17,,GRSA
G40/0403,SAND,8.4,,SA
G40/0403,SILT with some Gravel,28.4,,GRSISA
G40/0403,Sandy GRAVEL,7.2,,GRSA
G40/0403,Coarse Cobbly GRAVELS,28.3,,CGR
G40/0402,Broken ROCK,14,,TERT
G40/0402,BOULDER,3.2,,BO
G40/0402,SCHIST Rock,19,,SCHIST
G40/0402,SAND,4.1,,SA
G40/0402,GRAVEL/SAND,2.5,,GRSA
G40/0401,Silt,0.9,,SI
G40/0401,SOIL,0.4,,SOIL
G40/0401,SILTS SAND,19.8,,SISA
G40/0401,Silty GRAVEL,19.7,,GRSI
G40/0399,SAND SILT,1.1,,SISA
G40/0399,TOPSOIL,0.5,,SOIL
G40/0399,Silty SAND,19.6,,SISA
G40/0399,Silty Sandy GRAVEL,19.5,,GRSISA
G40/0398,"HARD SCHIST, ODD SOFT ZONE",102,,TERT
G40/0398,SCHIST hard small SOFT ZONES water flow at 20m,20,,TERT
G40/0398,SCHIST hard with small SOFT ZONES Blowing about 10lts per min,60,,TERT
G40/0398,SOFT and hard ZONES Blowing about 40lts per min,72.5,,TERT
G40/0397 ,SAND,4.1,,SA
G40/0397 ,GRAVEL and SAND,2.5,,GRSA
G40/0397 ,SCHIST Rock,95.26,,SCHIST
G40/0397 ,BOULDER,3.2,,BO
G40/0397 ,Broken ROCK,12,,TERT
G40/0396,SAND,34.3,,SA
G40/0396,Sandy GRAVELS BOULDERS,29.5,,CGRSA
G40/0396,Sandy GRAVELS HEAVY CLAYBOUND,41,,GRCLSA
G40/0395,SAND,33.4,,SA
G40/0395,"Sandy GRAVEL, some Boulders",33.3,,GRSABO
G40/0394-TEST,GRAVELS YELLOW Sandy SILTS with LARGER ROCKS,30,,BOSA
G40/0394-TEST,GRAVELS with YELLOW Sandy SILTS,21,,GRSISA
G40/0394-TEST,RIVER GRAVELS with grey SILTS and LARGE BOULDERS,16,,BOGR
G40/0394-TEST,Small GRAVELS YELLOW Sandy SILTS,27,,FGRSISA
G40/0394-TEST,GRAVELS with YELLOW Sandy SILTS,25,,GRSISA
G40/0394-TEST,RIVER GRAVELS LARGE BOULDERS,8,,BOGR
G40/0394 ,"GRAVELS, some Silt",37.3,,GRSI
G40/0394 ,Yellow SILT ,37.2,,SI
G40/0393,TOPSOIL,0.2,,SOIL
G40/0393,SAND with GRAVEL,23,,GRSA
G40/0393,Sandy GRAVELS,19.4,,GRSA
G40/0392,GRAVELS,4.5,,GR
G40/0392,ROCK with water,24.88,,BASEROCK
G40/0390,CLAY and MUDSTONE,53,,CLMS
G40/0390,Sandy GRAVEL,3.4,,GRSA
G40/0390,Claybound GRAVEL,40.2,,GRCL
G40/0390,Yellow CLAY,50.4,,CL
G40/0390,"GRAVEL, some Clay with Boulders",33.6,,CGRCL
G40/0390,GRAVELS with BOULDERS,49.4,,BOGR
G40/0390,Light Claybound GRAVEL,14.3,,GRCL
G40/0390,SOIL,0.2,,SOIL
G40/0389,TOPSOIL SILTS,1.2,,SISOIL
G40/0389,Sandy fine GRAVEL,18.6,,FGRSA
G40/0389,Coarse Sandy GRAVEL,36,,CGRSA
G40/0389,Coarse to Cobbly GRAVEL,45.6,,CGR
G40/0389,Yellow CLAY,47,,CL
G40/0388,Large Sandy GRAVELS with BOULDERS,4.2,,CGRSABO
G40/0388,Large GRAVELS,16,,CGR
G40/0388,Sandy GRAVELS,31.2,,GRSA
G40/0388,Large GRAVELS,44.9,,CGR
G40/0388,Yellow CLAY,45,,CL
G40/0386,DRY Sandy GRAVELS,24.12,,CGRSA
G40/0386,Wet Sandy GRAVELS,36.5,,GRSA
G40/0383,SOIL,0.5,,SOIL
G40/0383,Silty Sandy GRAVEL,32.5,,GRSISA
G40/0383,Schist,36,,TERT
G40/0379,TOPSOIL,0.3,,SOIL
G40/0379,Brown SILTS into blue SILTS,18,,SI
G40/0379,"Coarse Sandy GRAVELS, large COBBLES",15,,CGRSA
G40/0379,SANDS fine GRAVELS,2.4,,FGRSA
G40/0378,"CLAY, odd GRAVEL",13.5,,GRCL
G40/0378,Sandy Silty GRAVELS,3.5,,GRSISA
G40/0378,CLAY,4.6,,CL
G40/0378,Silty GRAVELS ONTO QUARTZ GRAVELS,18.5,,GRSI
G40/0378,"Claybound GRAVELS, coarse",6.5,,CGRCL
G40/0378,SANDS,0.4,,SA
G40/0376,large Sandy GRAVELS,83.4,,CGRSA
G40/0376,"Large GRAVELS, BOULDERS, some Clay",32,,BOGRCL
G40/0376,Silt,84.2,,SI
G40/0376,"Large GRAVELS, BOULDERS, some Clay",49,,BOGRCL
G40/0376,SILT and GRAVELS,83.8,,GRSISA
G40/0376,SAND,33.8,,SA
G40/0375,Sandy GRAVELS,1,,GRSA
G40/0375,Sandy Silty GRAVELS with BOULDERS,15,,GRSISABO
G40/0375,"Light CLAY, Sandy GRAVELS",34,,GRCLSA
G40/0375,"Sandy GRAVELS, water, Claybound - light",37.5,,GRCLSA
G40/0375,Silty GRAVELS,40,,GRSI
G40/0373,TOPSOIL,0.3,,SOIL
G40/0373,SILT,0.8,,SI
G40/0373,Silty GRAVEL,16.5,,GRSI
G40/0372,TOPSOIL,0.5,,SOIL
G40/0372,CLAY,0.8,,CL
G40/0372,Yellow Silty GRAVEL,10,,GRSI
G40/0371,Sandy GRAVELS,47.2,,GRSA
G40/0371,Brown SILTS and SANDS,79.1,,SISA
G40/0370-P2,Sandy Claybound GRAVEL,5.2,,GRCLSA
G40/0370-P2,Sandy GRAVEL,7.5,,GRSA
G40/0370-P2,Sandy light Claybound GRAVEL,15.8,,GRCLSA
G40/0370-P2,Dirty grey GRAVELS,17.7,,GR
G40/0370-P2,Grey SILT,18.5,,SI
G40/0370-P1,Sandy GRAVELS,2,,GRSA
G40/0370-P1,Sandy GRAVELS with BOULDERS,4.2,,GRSABO
G40/0370-P1,CLAY,4.4,,CL
G40/0370-P1,Light Claybound Sandy GRAVELS,13.9,,GRCLSA
G40/0370-P1,Sandy GRAVELS,19.7,,GRSA
G40/0370-P1,Silty GRAVELS,19.9,,GRSI
G40/0370-P1,Grey SILT,22,,SI
G40/0370,Grey SILT,23.4,,SI
G40/0370,Sandy GRAVEL,3,,GRSA
G40/0370,Heavy Claybound GRAVEL,20.2,,GRCL
G40/0370,LIGHT Claybound Sandy GRAVEL,19.8,,GRCLSA
G40/0370,VERY Silty Sandy grey GRAVELS,23.9,,GRSISA
G40/0369,Yellow CLAY,22,,CL
G40/0369,BOULDER,4.3,,BO
G40/0369,Very Sandy GRAVEL,3.2,,GRSA
G40/0369,GRAVELS,20.4,,GR
G40/0369,SAND,0.8,,SA
G40/0369,Blue SILT,22.8,,SI
G40/0369,Brown SILT,20.8,,SI
G40/0368,"Silty coarse GRAVELS, odd Cobble",42.6,,CGRSI
G40/0368,"Silty coarse GRAVELS, odd Cobble",19.8,,CGRSI
G40/0368,BOULDER,20.2,,BO
G40/0368,Coarse Sandy GRAVELS,9.6,,CGRSA
G40/0368,Silty coarse GRAVELS DAMP,30.6,,GRSI
G40/0368,BOULDER,10.1,,BO
G40/0368,SILT BANDS ODD GRAVEL,5.6,,GRSISA
G40/0367,Yellow Gravelly SAND with some Silt,4.5,,GRSISA
G40/0367,Brown coarse SAND with some Gravel,16.5,,CSAGR
G40/0367,Brown coarse GRAVEL with some SAND,10,,CGRSA
G40/0367,VERY fine SAND with some Silt and Gravel,2,,GRSISA
G40/0367,Brown Sandy coarse GRAVEL with some Silt,14,,CGRSISA
G40/0367,SOIL,0.4,,SOIL
G40/0367,Brown coarse GRAVEL with some Sand and minor Silt,12,,GRSISA
G40/0367,Brown fine SAND,17.1,,FSA
G40/0367,Brown Gravelly coarse SAND with some Silt and Cobble,8,,CGRSISA
G40/0365,Sandy GRAVELS and BOULDERS,8.3,,CGRSA
G40/0365,Mainly small Sandy GRAVELS,50.5,,FGRSA
G40/0365,Sandy GRAVELS and BOULDERS,60.4,,CGRSA
G40/0365,MAINLY small Sandy GRAVELS,72,,FGRSA
G40/0365,SAND,23.2,,SA
G40/0365,Mainly small Sandy GRAVELS,64.5,,FGRSA
G40/0365,Sandy GRAVELS and COBBLES,44.5,,CGRSA
G40/0365,Loose Sandy GRAVELS and COBBLES,77.1,,CGRSA
G40/0365,SAND,66.5,,SA
G40/0365,Sandy GRAVELS,22,,GRSA
G40/0358,"COBBLES, large, coarse, Silty, grey",8.6,,CGRSI
G40/0358,"TOPSOILS, SILTS",0.6,,SOIL
G40/0358,Brown SILT,12.6,,SI
G40/0358,"Large COBBLES, grey",3.8,,CGR
G40/0358,Coarse Silty GRAVELS and odd Cobble,6.6,,CGRSI
G40/0357,Blue SILT,18,,SI
G40/0357,TOPSOIL SANDS,0.5,,SOIL
G40/0357,Odd COBBLE coarse Silty GRAVELS,12.9,,CGRSI
G40/0357,Coarse Cobbly GRAVELS,4.4,,CGR
G40/0356,FINE Sandy GRAVELS,2,,FGRSA
G40/0356,Water bearing Sandy GRAVELS,8.5,,GRSA
G40/0356,Brown Silty GRAVELS,21.5,,GRSI
G40/0356,MEDIUM to fine GRAVELS,3,,FGR
G40/0356,Blue Silty PUG,22.13,,CLSI
G40/0356,Medium water bearing GRAVELS,14.5,,GR
G40/0356,Free water bearing Sandy GRAVELS,20.5,,GRSA
G40/0356,MEDIUM Sandy GRAVEL,4.5,,GRSA
G40/0355,Very Sandy loose GRAVEL,1.7,,GRSA
G40/0355,SAND,4.2,,SA
G40/0355,Sandy GRAVEL,12.5,,GRSA
G40/0355,Large GRAVEL with BOULDERS,17.1,,CGRBO
G40/0355,Brown SILTS,18.9,,SI
G40/0355,Blue SILTS,20,,SI
G40/0354,SILT,24.5,,SI
G40/0354,Dirty brown Sandy GRAVELS,22.3,,CGRSA
G40/0354,Large GRAVELS with BOULDERS,21.1,,BOGR
G40/0352,"Coarse Sandy GRAVELS, odd Cobble",14.2,,CGRSA
G40/0352,Sands Silty,15,,SISA
G40/0352,Sandy GRAVELS LOTS OF SAND,18.77,,GRSA
G40/0352,TOPSOIL,0.6,,SOIL
G40/0352,Bottom of hole very sandy.,18.8,,
G40/0350,CLAY,1.2,,CL
G40/0350,CLAY,12.6,,CL
G40/0350,CLAYS,12,,CL
G40/0350,Loose GRAVELS Silty - water flow,6.8,,GRSI
G40/0350,GRAVELS Silty with good flow of water,18.6,,GRSI
G40/0349,SILTS SAND fine GRAVELS,40,,GRSISA
G40/0349,Silts,4.5,,SI
G40/0349,"Cobbly coarse GRAVELS, BOULDERS",31.2,,BOCGR
G40/0349,LOOSE GRAVELS BOULDERS,43.4,,BOGR
G40/0349,loose Sandy GRAVELS,38.8,,GRSA
G40/0349,"CLAY, Silty GRAVELS",43.5,,GRCLSI
G40/0349,Sandy GRAVELS,4.1,,GRSA
G40/0348,"Cobbly coarse GRAVELS, BOULDERS",30.2,,BOCGR
G40/0348,SILTS SANDS fine GRAVEL,40,,GRSISA
G40/0348,TOPSOIL,0.3,,SOIL
G40/0348,Coarse Cobbly GRAVELS,4.1,,CGR
G40/0348,loose Sandy GRAVELS,38.8,,GRSA
G40/0348,"CLAY, Silty coarse GRAVELS",45.2,,CGRCLSI
G40/0348,"Cobbly coarse GRAVELS, BOULDERS",8.1,,BOCGR
G40/0348,SILTS SANDY,3.4,,SISA
G40/0348,LOOSE Sandy coarse GRAVELS,43.5,,CGRSA
G40/0348,Silty coarse BOULDERS GRAVELS,31.2,,CGRSI
G40/0348,Silts,4.6,,SI
G40/0348,GRAVELS Sandy,1.2,,GRSA
G40/0342,"SILTS, SANDS",1.1,,SISA
G40/0342,Coarse Sandy GRAVELS,4.1,,CGRSA
G40/0342,SANDS,5.5,,SA
G40/0342,Coarse to Cobbly GRAVELS,6.1,,CGR
G40/0342,Coarse to Cobbly GRAVELS,16.1,,CGR
G40/0342,"BOULDERS, coarse GRAVELS, lots of water",21,,BOCGR
G40/0342,Brown into blue SILTS,24.3,,SI
G40/0340,GRAVELS,21,,GR
G40/0340,Brown into blue SILTS,24,,SI
G40/0340,SILTS,20.8,,SI
G40/0340,Coarse Silty GRAVELS,20.1,,CGRSI
G40/0340,"SILTS, SANDS",1.4,,SISA
G40/0340,Coarse Sandy GRAVEL and COBBLES,6.6,,CGRSA
G40/0340,Silty coarse GRAVELS,9.8,,CGRSI
G40/0340,"SANDS, SILTS",10.3,,SISA
G40/0339,large Sandy GRAVELS,14.8,,CGRSA
G40/0339,"Yellow Silty CLAY, some Gravel",39.45,,GRCLSI
G40/0339,LIGHT Claybound Sandy GRAVELS,39.4,,GRCLSA
G40/0338,LARGE to medium GREYWACKE GRAVELS,39.2,,CGR
G40/0338,TOPSOIL,0.3,,SOIL
G40/0338,DRY GRAVELS MEDIUM,4,,GR
G40/0338,Brown CLAY with very fine GRAVEL,39.5,,FGRCL
G40/0338,"Damp Greywacke GRAVELS, medium to large",23,,CGR
G40/0335,LARGE Silty Sandy GRAVELS with BOULDERS,14.5,,CGRSISA
G40/0335,"SILT, some Gravel",44,,GRSISA
G40/0335,LIGHT Claybound Sandy Silty GRAVELS BOULDERS,40.3,,CGRCL
G40/0335,LIGHT Claybound Sandy GRAVELS BOULDERS,37.5,,CGRCLSA
G40/0335,Sandy LARGE GRAVELS with BOULDERS,8,,CGRSA
G40/0330,Fill GRAVEL,2.5,,FILL
G40/0330,Silty light Claybound GRAVEL,9.5,,GRCLSI
G40/0330,"Large GRAVELS, BOULDERS, Silty",12.5,,CGRSIBO
G40/0330,SILT,15.5,,SI
G40/0327,large Sandy GRAVELS,48.8,,CGRSA
G40/0327,Sandy GRAVELS,15,,GRSA
G40/0327,Sandy Claybound GRAVELS,10.4,,GRCLSA
G40/0327,Very Silty GRAVELS,49.3,,GRSI
G40/0325,GRAVEL,27,,GR
G40/0325,LARGE Claybound GRAVELS with BOULDERS,10.1,,CGRCL
G40/0325,Sandy GRAVELS,18.7,,GRSA
G40/0325,Yellow CLAY,45.8,,CL
G40/0325,Light Claybound GRAVELS,30,,GRCL
G40/0325,Very Sandy GRAVELS,21,,GRSA
G40/0325,Large GRAVELS,45.5,,CGR
G40/0318,Silty GRAVELS,9.1,,GRSI
G40/0318,Blue SILT,22.9,,SI
G40/0318,VERY HEAVY Silty GRAVELS,21.3,,GRSI
G40/0318,Silts,0.5,,SI
G40/0318,Sandy GRAVELS,20.1,,GRSA
G40/0315,large Sandy GRAVELS,8,,CGRSA
G40/0315,Coarse GRAVELS,44,,CGR
G40/0315,TOPSOIL,0.5,,SOIL
G40/0315,Sandy Claybound GRAVELS,30,,GRCLSA
G40/0315,Coarse Sandy GRAVELS,44.8,,CGRSA
G40/0315,Small GRAVELS,2,,FGR
G40/0315,Light Claybound GRAVELS,37,,GRCL
G40/0311,Silty GRAVELS,11.1,,GRSI
G40/0311,Sandy GRAVELS,18.9,,GRSA
G40/0311,GRAVELS,27.5,,GR
G40/0311,Very Silty brown GRAVELS,30.4,,GRSI
G40/0310,Sandy GRAVEL,2.5,,GRSA
G40/0310,Sandy GRAVELS,33.1,,GRSA
G40/0310,Sandy GRAVELS BOULDERS,20.3,,CGRSA
G40/0310,Very Sandy GRAVELS,28,,SA
G40/0310,Claybound GRAVEL BOULDERS,8.7,,BOGRCL
G40/0310,Very Sandy GRAVEL,34,,GRSA
G40/0310,SANDY,21.6,,SA
G40/0309,Claybound GRAVELS,2.7,,GRCL
G40/0309,BOULDERS,0.5,,BO
G40/0309,Silt,18,,SI
G40/0309,Coarse Claybound GRAVELS,12.7,,CGRCL
G40/0309,Coarse Silty GRAVELS,1.1,,CGRSI
G40/0309,Silty Claybound GRAVELS,24,,GRCL
G40/0309,SOIL,0.1,,SOIL
G40/0309,Silty Claybound GRAVELS,17.2,,GRCL
G40/0309,BOULDERS,1.5,,BO
G40/0308,Sandy GRAVEL,43.2,,GRSA
G40/0308,Clean GRAVEL,48.5,,GR
G40/0308,LIGHT Claybound GRAVEL,28,,GRCL
G40/0308,loose Sandy GRAVELS,45.4,,GRSA
G40/0308,Silty Sandy GRAVEL with BOULDERS,18,,CGRSISA
G40/0307,Claybound GRAVELS,27,,GRCL
G40/0307,Sandy GRAVELS,53,,GRSA
G40/0306,LIGHT Claybound GRAVELS BOULDERS,17.1,,CGRCL
G40/0306,Silty GRAVEL,49.8,,GRSI
G40/0306,"SAND, some Gravel",18.5,,SAGR
G40/0306,Sandy GRAVEL,43.3,,GRSA
G40/0306,Sandy GRAVEL,57.52,,GRSA
G40/0306,Sandy GRAVELS,9.4,,GRSA
G40/0306,Silt,23.9,,SI
G40/0306,Clean GRAVEL,55.1,,GR
G40/0305,CLAY,95.2,,CL
G40/0305,Sandy CLAY,100.4,,CLSA
G40/0305,Sandy CLAY,89.9,,CLSA
G40/0305,LIGHT Claybound GRAVELS with BOULDERS,80.6,,CGRCL
G40/0305,MUDSTONE with GRIT,97,,MSCSA
G40/0305,SCHIST Rock,114.4,,SCHIST
G40/0305,MUD STONE with GRAVEL LAYERS,105,,GR
G40/0304,Sandy coarse GRAVELS with COBBLES,40.7,,CGRSA
G40/0304,TOPSOIL,0.4,,SOIL
G40/0304,Brown SILT,41.3,,SI
G40/0304,Blue SILT,42.4,,SI
G40/0304,Sandy coarse GRAVEL,24.6,,CGRSA
G40/0301A,SOIL,0.2,,SOIL
G40/0301A,Brown SILT,1.1,,SI
G40/0301A,Brown Silty GRAVELS,1.5,,GRSI
G40/0301A,Brown SILT,2.1,,SI
G40/0301A,Silty GRAVELS,5.2,,GRSI
G40/0301A,CLAY,5.5,,CL
G40/0301,Brown SILT,1.1,,SI
G40/0301,Silty GRAVELS,5.2,,GRSI
G40/0301,SOIL,0.2,,SOIL
G40/0301,Brown Silty GRAVELS,1.5,,GRSI
G40/0301,CLAY,5.5,,CL
G40/0301,Brown SILT,2.1,,SI
G40/0300,Very Silty GRAVELS,5.9,,GRSI
G40/0300,Sandy coarse to Cobbly Schist GRAVELS,3.1,,CGRSA
G40/0300,CLAY,12.4,,CL
G40/0300,Silty coarse GRAVELS,12.1,,CGRSI
G40/0299,"Coarse to Cobbly GRAVELS, Silty",27.5,,CGRSI
G40/0299,finer Silty GRAVELS,30,,GRSI
G40/0299,Cobbly Sandy GRAVELS,4.3,,CGRSA
G40/0299,"Coarse to Cobbly Greywacke GRAVELS, Silty",12.5,,CGRSI
G40/0298,Light Claybound GRAVELS,10.6,,GRCL
G40/0298,Claybound GRAVEL with BOULDERS,24.53,,BOGRCL
G40/0297,Sandy GRAVELS with BOULDERS,82.2,,CGRSA
G40/0297,Silt,87.1,,SI
G40/0296,COAL measures,113.3,,COAL
G40/0296,Sandy GRAVELS,100.6,,GRSA
G40/0296,Coarse Cobbly GRAVELS,70.3,,CGR
G40/0296,LIGHT Claybound GRAVEL BOULDERS,32,,CGRCL
G40/0296,SCHIST,113.4,,SCHIST
G40/0296,Small grey Silty SCHIST GRAVELS,102.3,,GRSI
G40/0296,ROCK,112,,TERT
G40/0295,Claybound GRAVELS with BOULDERS,32,,BOGRCL
G40/0295,Clean GRAVELS,112.2,,GR
G40/0295,Fine SAND,113,,FSA
G40/0295,LIGHT Claybound GRAVELS with BOULDERS,79.2,,CGRCL
G40/0295,Sandy GRAVELS,94,,GRSA
G40/0295,Blue SILT,118,,SI
