permit_id,water_meter_no,date,total_allo,sw_allo,gw_allo,total_metered_allo,sw_metered_allo,gw_metered_allo,total_usage,sw_allo_usage,gw_allo_usage
2001.122,1158,2017-09-30,30437.0,0.0,30437.0,30437.0,0.0,30437.0,2342.0,0.0,2342.0
2001.122,1158,2017-10-31,30437.0,0.0,30437.0,30437.0,0.0,30437.0,1840.0,0.0,1840.0
2001.122,1158,2017-11-30,30437.0,0.0,30437.0,30437.0,0.0,30437.0,2570.0,0.0,2570.0
2001.122,1158,2017-12-31,30437.0,0.0,30437.0,30437.0,0.0,30437.0,2070.0,0.0,2070.0
2001.122,1158,2018-01-31,30437.0,0.0,30437.0,30437.0,0.0,30437.0,1043.0,0.0,1043.0
2001.122,1158,2018-02-28,30437.0,0.0,30437.0,30437.0,0.0,30437.0,1361.0,0.0,1361.0
2001.122,1158,2018-03-31,30437.0,0.0,30437.0,30437.0,0.0,30437.0,1751.0,0.0,1751.0
2001.122,1158,2018-04-30,30437.0,0.0,30437.0,30437.0,0.0,30437.0,1548.982053838,0.0,1548.982053838
2001.122,1158,2018-05-31,30437.0,0.0,30437.0,30437.0,0.0,30437.0,1815.019940179,0.0,1815.019940179
2001.122,1158,2018-06-30,30437.0,0.0,30437.0,30437.0,0.0,30437.0,1529.019940179,0.0,1529.019940179
2001.122,1158,2018-07-31,30437.0,0.0,30437.0,30437.0,0.0,30437.0,1693.472494914,0.0,1693.472494914
2001.122,1158,2018-08-31,30437.0,0.0,30437.0,30437.0,0.0,30437.0,3325.880699669,0.0,3325.880699669
2001.122,1158,2018-09-30,30437.0,0.0,30437.0,30437.0,0.0,30437.0,3861.159180679,0.0,3861.159180679
2001.122,1158,2018-10-31,30437.0,0.0,30437.0,30437.0,0.0,30437.0,3843.019940179,0.0,3843.019940179
2001.122,1158,2018-11-30,30437.0,0.0,30437.0,30437.0,0.0,30437.0,3581.240962427,0.0,3581.240962427
2001.122,1158,2018-12-31,30437.0,0.0,30437.0,30437.0,0.0,30437.0,4138.20478791,0.0,4138.20478791
2001.122,1158,2019-01-31,30437.0,0.0,30437.0,30437.0,0.0,30437.0,5692.7769423,0.0,5692.7769423
2001.122,1158,2019-02-28,30437.0,0.0,30437.0,30437.0,0.0,30437.0,5694.4454685,0.0,5694.4454685
2001.122,1158,2019-03-31,30437.0,0.0,30437.0,30437.0,0.0,30437.0,4847.4552751,0.0,4847.4552751
2001.122,1158,2019-04-30,30437.0,0.0,30437.0,30437.0,0.0,30437.0,5567.97143685,0.0,5567.97143685
2001.122,1158,2019-05-31,30437.0,0.0,30437.0,30437.0,0.0,30437.0,3171.35087719,0.0,3171.35087719
2001.122,1158,2019-06-30,30437.0,0.0,30437.0,30437.0,0.0,30437.0,2365.05859369,0.0,2365.05859369
2001.122,1158,2019-07-31,30437.0,0.0,30437.0,30437.0,0.0,30437.0,2257.7589286,0.0,2257.7589286
2001.122,1158,2019-08-31,30437.0,0.0,30437.0,30437.0,0.0,30437.0,4730.18247765,0.0,4730.18247765
2001.122,1158,2019-09-30,30437.0,0.0,30437.0,30437.0,0.0,30437.0,4977.0906593,0.0,4977.0906593
2001.122,1158,2019-10-31,30437.0,0.0,30437.0,30437.0,0.0,30437.0,5512.2093407,0.0,5512.2093407
2001.122,1158,2019-11-30,30437.0,0.0,30437.0,30437.0,0.0,30437.0,5181.822449,0.0,5181.822449
2001.122,1158,2019-12-31,30437.0,0.0,30437.0,30437.0,0.0,30437.0,5162.87755102,0.0,5162.87755102
2001.122,1158,2020-01-31,30437.0,0.0,30437.0,30437.0,0.0,30437.0,6663.0,0.0,6663.0
2001.122,1158,2020-02-29,30437.0,0.0,30437.0,30437.0,0.0,30437.0,5471.0,0.0,5471.0
2001.122,1158,2020-03-31,30437.0,0.0,30437.0,30437.0,0.0,30437.0,5310.0,0.0,5310.0
2001.122,1158,2020-04-30,30437.0,0.0,30437.0,30437.0,0.0,30437.0,5028.0,0.0,5028.0
2001.122,1158,2020-05-31,30437.0,0.0,30437.0,30437.0,0.0,30437.0,4359.0,0.0,4359.0
2001.122,1158,2020-06-30,30437.0,0.0,30437.0,30437.0,0.0,30437.0,3312.99999999,0.0,3312.99999999
2001.122,1158,2020-07-31,30437.0,0.0,30437.0,30437.0,0.0,30437.0,3650.0,0.0,3650.0
2001.122,1158,2020-08-31,30437.0,0.0,30437.0,30437.0,0.0,30437.0,5816.0,0.0,5816.0
2001.122,1158,2020-09-30,30437.0,0.0,30437.0,30437.0,0.0,30437.0,6300.0,0.0,6300.0
2001.122,1158,2020-10-31,30437.0,0.0,30437.0,30437.0,0.0,30437.0,6571.0,0.0,6571.0
2001.122,1158,2020-11-30,30437.0,0.0,30437.0,30437.0,0.0,30437.0,7925.0,0.0,7925.0
2001.122,1158,2020-12-31,30437.0,0.0,30437.0,30437.0,0.0,30437.0,7055.0,0.0,7055.0
2001.122,1158,2021-01-31,30437.0,0.0,30437.0,30437.0,0.0,30437.0,7283.5,0.0,7283.5
2001.122,1158,2021-02-28,30437.0,0.0,30437.0,30437.0,0.0,30437.0,6103.5,0.0,6103.5
2001.122,1158,2021-03-31,30437.0,0.0,30437.0,30437.0,0.0,30437.0,6803.0,0.0,6803.0
2001.122,1158,2021-04-30,30437.0,0.0,30437.0,30437.0,0.0,30437.0,4708.0,0.0,4708.0
2001.122,1158,2021-05-31,30437.0,0.0,30437.0,30437.0,0.0,30437.0,5999.0,0.0,5999.0
